1	1	2.458E+04
2	2	2.680E+04
3	3	2.420E+04
4	4	2.264E+04
5	5	2.677E+04
6	6	2.836E+04
7	7	2.356E+04
8	8	2.310E+04
9	9	2.971E+04
10	10	2.464E+04
11	11	2.894E+04
12	12	2.587E+04
13	13	2.501E+04
14	14	2.953E+04
15	15	3.011E+04
16	16	2.855E+04
17	17	2.383E+04
18	18	2.671E+04
19	19	2.756E+04
20	20	2.752E+04
21	21	2.684E+04
22	22	2.851E+04
23	23	2.913E+04
24	24	2.905E+04
25	25	2.854E+04
26	26	2.519E+04
27	27	2.661E+04
28	28	3.046E+04
29	29	2.779E+04
30	30	3.288E+04
31	31	2.782E+04
32	32	2.921E+04
33	33	2.406E+04
34	34	2.797E+04
35	35	2.530E+04
36	36	2.796E+04
37	37	2.629E+04
38	38	2.531E+04
39	39	2.759E+04
40	40	2.837E+04
41	41	2.656E+04
42	42	2.919E+04
43	43	3.086E+04
44	44	2.774E+04
45	45	2.571E+04
46	46	2.720E+04
47	47	2.693E+04
48	48	2.779E+04
49	49	2.738E+04
50	50	2.793E+04
51	51	2.648E+04
52	52	2.723E+04
53	53	2.757E+04
54	54	2.705E+04
55	55	2.691E+04
56	56	2.883E+04
57	57	2.808E+04
58	58	2.865E+04
59	59	2.471E+04
60	60	2.359E+04
61	61	2.691E+04
62	62	2.823E+04
63	63	3.145E+04
64	64	2.889E+04
65	65	2.993E+04
66	66	2.509E+04
67	67	2.834E+04
68	68	2.743E+04
69	69	2.132E+04
70	70	2.840E+04
71	71	2.814E+04
72	72	3.038E+04
73	73	2.750E+04
74	74	2.740E+04
75	75	2.566E+04
76	76	2.612E+04
77	77	2.685E+04
78	78	2.914E+04
79	79	2.976E+04
80	80	2.481E+04
81	81	2.804E+04
82	82	2.468E+04
83	83	3.175E+04
84	84	2.740E+04
85	85	2.913E+04
86	86	2.745E+04
87	87	3.294E+04
88	88	2.903E+04
89	89	2.764E+04
90	90	2.509E+04
91	91	2.191E+04
92	92	2.823E+04
93	93	2.912E+04
